country_code;year;value
UKR;2015;8200.0
ARE;2015;
TZA;2015;44000.0
USA;2015;9000.0
URY;2015;500.0
UZB;2015;1200.0
VUT;2015;
VEN;2015;2900.0
VNM;2015;4900.0
YEM;2015;500.0
ZMB;2015;24000.0
ZWE;2015;30000.0
AFG;2014;500.0
ALB;2014;100.0
DZA;2014;200.0
AND;2014;
AGO;2014;15000.0
ATG;2014;
ARG;2014;1300.0
ARM;2014;
AUS;2014;100.0
AUT;2014;
AZE;2014;500.0
BHS;2014;200.0
BHR;2014;100.0
BGD;2014;500.0
BRB;2014;100.0
BLR;2014;500.0
BEL;2014;
BLZ;2014;200.0
BEN;2014;2400.0
BTN;2014;100.0
BOL;2014;1100.0
BIH;2014;
BWA;2014;5300.0
BRA;2014;16000.0
BRN;2014;
BGR;2014;100.0
BFA;2014;4100.0
BDI;2014;3600.0
CPV;2014;100.0
KHM;2014;2000.0
CMR;2014;25000.0
CAN;2014;
CAF;2014;6900.0
TCD;2014;4200.0
CHL;2014;
CHN;2014;
COL;2014;4100.0
COM;2014;100.0
COG;2014;5700.0
COK;2014;
CRI;2014;200.0
CIV;2014;24000.0
HRV;2014;100.0
CUB;2014;500.0
CYP;2014;100.0
CZE;2014;
PRK;2014;
COD;2014;37000.0
DNK;2014;100.0
DJI;2014;690.0
DMA;2014;
DOM;2014;3200.0
ECU;2014;1100.0
EGY;2014;500.0
SLV;2014;510.0
GNQ;2014;1800.0
ERI;2014;500.0
EST;2014;
SWZ;2014;3800.0
ETH;2014;16000.0
FJI;2014;100.0
FIN;2014;
FRA;2014;570.0
GAB;2014;1900.0
GMB;2014;1100.0
GEO;2014;100.0
DEU;2014;500.0
GHA;2014;17000.0
GRC;2014;100.0
GRD;2014;
GTM;2014;1100.0
GIN;2014;4100.0
GNB;2014;2000.0
GUY;2014;200.0
HTI;2014;3900.0
HND;2014;1000.0
HUN;2014;
ISL;2014;100.0
IND;2014;100000.0
IDN;2014;23000.0
IRN;2014;4700.0
IRQ;2014;
IRL;2014;100.0
ISR;2014;
ITA;2014;780.0
JAM;2014;830.0
JPN;2014;
JOR;2014;
KAZ;2014;500.0
KEN;2014;38000.0
KIR;2014;
KWT;2014;
KGZ;2014;500.0
LAO;2014;500.0
LVA;2014;500.0
LBN;2014;100.0
LSO;2014;8000.0
LBR;2014;2400.0
LBY;2014;100.0
LTU;2014;100.0
LUX;2014;100.0
MDG;2014;1200.0
MWI;2014;23000.0
MYS;2014;3100.0
MDV;2014;
MLI;2014;5600.0
MLT;2014;
MHL;2014;
MRT;2014;570.0
MUS;2014;
MEX;2014;6500.0
FSM;2014;
MCO;2014;
MNG;2014;100.0
MNE;2014;100.0
MAR;2014;720.0
MOZ;2014;
MMR;2014;10000.0
NAM;2014;3100.0
NRU;2014;
NPL;2014;1000.0
NLD;2014;100.0
NZL;2014;100.0
NIC;2014;500.0
NER;2014;1500.0
NGA;2014;64000.0
NIU;2014;
MKD;2014;
NOR;2014;100.0
OMN;2014;100.0
PAK;2014;4500.0
PLW;2014;
PAN;2014;
PNG;2014;620.0
PRY;2014;500.0
PER;2014;1200.0
PHL;2014;500.0
POL;2014;
PRT;2014;500.0
QAT;2014;100.0
KOR;2014;
MDA;2014;630.0
ROU;2014;500.0
RUS;2014;
RWA;2014;4100.0
KNA;2014;
LCA;2014;
VCT;2014;
WSM;2014;
SMR;2014;
STP;2014;
SAU;2014;
SEN;2014;2400.0
SRB;2014;100.0
SYC;2014;
SLE;2014;4600.0
SGP;2014;100.0
SVK;2014;100.0
SVN;2014;
SLB;2014;
SOM;2014;800.0
ZAF;2014;92000.0
SSD;2014;10000.0
ESP;2014;930.0
LKA;2014;500.0
SDN;2014;2600.0
SUR;2014;200.0
SWE;2014;
CHE;2014;200.0
SYR;2014;100.0
TJK;2014;500.0
THA;2014;19000.0
GBR;2014;
TLS;2014;100.0
TGO;2014;4800.0
TON;2014;
TTO;2014;500.0
TUN;2014;200.0
TUR;2014;
TKM;2014;
TUV;2014;
UGA;2014;34000.0
UKR;2014;8600.0
ARE;2014;
TZA;2014;47000.0
USA;2014;9500.0
URY;2014;500.0
UZB;2014;1300.0
VUT;2014;
VEN;2014;3000.0
VNM;2014;5100.0
YEM;2014;500.0
ZMB;2014;25000.0
ZWE;2014;32000.0
AFG;2013;500.0
ALB;2013;100.0
DZA;2013;200.0
AND;2013;
AGO;2013;17000.0
ATG;2013;
ARG;2013;1300.0
ARM;2013;
AUS;2013;100.0
AUT;2013;
AZE;2013;510.0
BHS;2013;500.0
BHR;2013;100.0
BGD;2013;500.0
BRB;2013;100.0
BLR;2013;500.0
BEL;2013;
BLZ;2013;200.0
BEN;2013;2100.0
BTN;2013;100.0
BOL;2013;1100.0
BIH;2013;
BWA;2013;5400.0
BRA;2013;16000.0
BRN;2013;
BGR;2013;100.0
BFA;2013;4400.0
BDI;2013;3900.0
CPV;2013;100.0
KHM;2013;1900.0
CMR;2013;25000.0
CAN;2013;
CAF;2013;7300.0
TCD;2013;4200.0
CHL;2013;
CHN;2013;
COL;2013;4300.0
COM;2013;100.0
COG;2013;5400.0
COK;2013;
CRI;2013;200.0
CIV;2013;25000.0
HRV;2013;100.0
CUB;2013;500.0
CYP;2013;100.0
CZE;2013;
PRK;2013;
COD;2013;40000.0
DNK;2013;100.0
DJI;2013;730.0
DMA;2013;
DOM;2013;3300.0
ECU;2013;980.0
EGY;2013;500.0
SLV;2013;500.0
GNQ;2013;2000.0
ERI;2013;500.0
EST;2013;
SWZ;2013;3900.0
ETH;2013;16000.0
FJI;2013;100.0
FIN;2013;
FRA;2013;530.0
GAB;2013;2200.0
GMB;2013;1000.0
GEO;2013;100.0
DEU;2013;500.0
GHA;2013;16000.0
GRC;2013;100.0
GRD;2013;
GTM;2013;1200.0
GIN;2013;3900.0
GNB;2013;1900.0
GUY;2013;100.0
HTI;2013;4600.0
HND;2013;1100.0
HUN;2013;
ISL;2013;100.0
IND;2013;120000.0
IDN;2013;21000.0
IRN;2013;4700.0
IRQ;2013;
IRL;2013;100.0
ISR;2013;
ITA;2013;820.0
JAM;2013;900.0
JPN;2013;
JOR;2013;
KAZ;2013;500.0
KEN;2013;40000.0
KIR;2013;
KWT;2013;
KGZ;2013;500.0
LAO;2013;500.0
LVA;2013;500.0
LBN;2013;100.0
LSO;2013;8000.0
LBR;2013;2500.0
LBY;2013;100.0
LTU;2013;100.0
LUX;2013;100.0
MDG;2013;1000.0
MWI;2013;26000.0
MYS;2013;3300.0
MDV;2013;
MLI;2013;5300.0
MLT;2013;
MHL;2013;
MRT;2013;600.0
MUS;2013;
MEX;2013;6200.0
FSM;2013;
MCO;2013;
MNG;2013;100.0
MNE;2013;100.0
MAR;2013;780.0
MOZ;2013;
MMR;2013;11000.0
NAM;2013;3400.0
NRU;2013;
NPL;2013;1100.0
NLD;2013;100.0
NZL;2013;100.0
NIC;2013;500.0
NER;2013;1600.0
NGA;2013;74000.0
NIU;2013;
MKD;2013;
NOR;2013;100.0
OMN;2013;100.0
PAK;2013;3600.0
PLW;2013;
PAN;2013;
PNG;2013;750.0
PRY;2013;500.0
PER;2013;1100.0
PHL;2013;500.0
POL;2013;
PRT;2013;530.0
QAT;2013;100.0
KOR;2013;
MDA;2013;630.0
ROU;2013;500.0
RUS;2013;
RWA;2013;4600.0
KNA;2013;
LCA;2013;
VCT;2013;
WSM;2013;
SMR;2013;
STP;2013;
SAU;2013;
SEN;2013;2500.0
SRB;2013;100.0
SYC;2013;
SLE;2013;4400.0
SGP;2013;100.0
SVK;2013;100.0
SVN;2013;
SLB;2013;
SOM;2013;850.0
ZAF;2013;110000.0
SSD;2013;10000.0
ESP;2013;970.0
LKA;2013;500.0
SDN;2013;2700.0
SUR;2013;200.0
SWE;2013;
CHE;2013;200.0
SYR;2013;100.0
TJK;2013;500.0
THA;2013;21000.0
GBR;2013;
TLS;2013;100.0
TGO;2013;5000.0
TON;2013;
TTO;2013;500.0
TUN;2013;200.0
TUR;2013;
TKM;2013;
TUV;2013;
UGA;2013;38000.0
UKR;2013;11000.0
ARE;2013;
TZA;2013;54000.0
USA;2013;9000.0
URY;2013;500.0
UZB;2013;1100.0
VUT;2013;
VEN;2013;2700.0
VNM;2013;5500.0
YEM;2013;500.0
ZMB;2013;26000.0
ZWE;2013;36000.0
AFG;2012;500.0
ALB;2012;100.0
DZA;2012;200.0
AND;2012;
AGO;2012;16000.0
ATG;2012;
ARG;2012;1400.0
ARM;2012;
AUS;2012;200.0
AUT;2012;
AZE;2012;540.0
BHS;2012;200.0
BHR;2012;100.0
BGD;2012;500.0
BRB;2012;100.0
BLR;2012;500.0
BEL;2012;
BLZ;2012;200.0
BEN;2012;2200.0
BTN;2012;100.0
BOL;2012;1400.0
BIH;2012;
BWA;2012;5400.0
BRA;2012;16000.0
BRN;2012;
BGR;2012;100.0
BFA;2012;4400.0
BDI;2012;4300.0
CPV;2012;100.0
KHM;2012;1800.0
CMR;2012;26000.0
CAN;2012;
CAF;2012;7700.0
TCD;2012;4200.0
CHL;2012;
CHN;2012;
COL;2012;5200.0
COM;2012;100.0
COG;2012;5000.0
COK;2012;
CRI;2012;200.0
CIV;2012;26000.0
HRV;2012;100.0
CUB;2012;500.0
CYP;2012;100.0
CZE;2012;
PRK;2012;
COD;2012;43000.0
DNK;2012;100.0
DJI;2012;830.0
DMA;2012;
DOM;2012;3500.0
ECU;2012;850.0
EGY;2012;500.0
SLV;2012;500.0
GNQ;2012;2100.0
ERI;2012;530.0
EST;2012;
SWZ;2012;4200.0
ETH;2012;19000.0
FJI;2012;100.0
FIN;2012;
FRA;2012;550.0
GAB;2012;2500.0
GMB;2012;1000.0
GEO;2012;100.0
DEU;2012;500.0
GHA;2012;17000.0
GRC;2012;100.0
GRD;2012;
GTM;2012;1300.0
GIN;2012;4200.0
GNB;2012;2000.0
GUY;2012;100.0
HTI;2012;5200.0
HND;2012;1200.0
HUN;2012;
ISL;2012;100.0
IND;2012;140000.0
IDN;2012;19000.0
IRN;2012;4600.0
IRQ;2012;
IRL;2012;100.0
ISR;2012;
ITA;2012;750.0
JAM;2012;940.0
JPN;2012;
JOR;2012;
KAZ;2012;500.0
KEN;2012;44000.0
KIR;2012;
KWT;2012;
KGZ;2012;500.0
LAO;2012;500.0
LVA;2012;500.0
LBN;2012;100.0
LSO;2012;7700.0
LBR;2012;2500.0
LBY;2012;100.0
LTU;2012;200.0
LUX;2012;100.0
MDG;2012;810.0
MWI;2012;31000.0
MYS;2012;3100.0
MDV;2012;
MLI;2012;5000.0
MLT;2012;
MHL;2012;
MRT;2012;590.0
MUS;2012;
MEX;2012;6600.0
FSM;2012;
MCO;2012;
MNG;2012;100.0
MNE;2012;100.0
MAR;2012;870.0
MOZ;2012;
MMR;2012;11000.0
NAM;2012;3700.0
NRU;2012;
NPL;2012;1200.0
NLD;2012;100.0
NZL;2012;100.0
NIC;2012;500.0
NER;2012;1800.0
NGA;2012;82000.0
NIU;2012;
MKD;2012;
NOR;2012;100.0
OMN;2012;100.0
PAK;2012;3000.0
PLW;2012;
PAN;2012;
PNG;2012;830.0
PRY;2012;500.0
PER;2012;1200.0
PHL;2012;500.0
POL;2012;
PRT;2012;590.0
QAT;2012;100.0
KOR;2012;
MDA;2012;640.0
ROU;2012;500.0
RUS;2012;
RWA;2012;5000.0
KNA;2012;
LCA;2012;
VCT;2012;
WSM;2012;
SMR;2012;
STP;2012;
SAU;2012;
SEN;2012;2300.0
SRB;2012;100.0
SYC;2012;
SLE;2012;4400.0
SGP;2012;100.0
SVK;2012;100.0
SVN;2012;
SLB;2012;
SOM;2012;920.0
ZAF;2012;130000.0
SSD;2012;10000.0
ESP;2012;1000.0
LKA;2012;500.0
SDN;2012;2600.0
SUR;2012;200.0
SWE;2012;
CHE;2012;200.0
SYR;2012;100.0
TJK;2012;200.0
THA;2012;22000.0
GBR;2012;
TLS;2012;100.0
TGO;2012;5200.0
TON;2012;
TTO;2012;500.0
TUN;2012;200.0
TUR;2012;
TKM;2012;
TUV;2012;
UGA;2012;44000.0
UKR;2012;13000.0
ARE;2012;
TZA;2012;66000.0
USA;2012;9600.0
URY;2012;500.0
UZB;2012;810.0
VUT;2012;
VEN;2012;2500.0
VNM;2012;5800.0
YEM;2012;500.0
ZMB;2012;28000.0
ZWE;2012;41000.0
AFG;2011;500.0
ALB;2011;100.0
DZA;2011;200.0
AND;2011;
AGO;2011;16000.0
ATG;2011;
ARG;2011;1400.0
ARM;2011;
AUS;2011;200.0
AUT;2011;
AZE;2011;580.0
BHS;2011;200.0
BHR;2011;100.0
BGD;2011;500.0
BRB;2011;100.0
BLR;2011;500.0
BEL;2011;
BLZ;2011;200.0
BEN;2011;2300.0
BTN;2011;100.0
BOL;2011;1300.0
BIH;2011;
BWA;2011;6000.0
BRA;2011;15000.0
BRN;2011;
BGR;2011;100.0
BFA;2011;4600.0
BDI;2011;4900.0
CPV;2011;100.0
KHM;2011;1700.0
CMR;2011;27000.0
CAN;2011;
CAF;2011;7800.0
TCD;2011;4100.0
CHL;2011;
CHN;2011;
COL;2011;6200.0
COM;2011;100.0
COG;2011;5100.0
COK;2011;
CRI;2011;200.0
CIV;2011;29000.0
HRV;2011;100.0
CUB;2011;500.0
CYP;2011;100.0
CZE;2011;
PRK;2011;
COD;2011;44000.0
DNK;2011;100.0
DJI;2011;870.0
DMA;2011;
DOM;2011;3600.0
ECU;2011;920.0
EGY;2011;500.0
SLV;2011;500.0
GNQ;2011;1900.0
ERI;2011;630.0
EST;2011;
SWZ;2011;4900.0
ETH;2011;22000.0
FJI;2011;100.0
FIN;2011;
FRA;2011;570.0
GAB;2011;2600.0
GMB;2011;1100.0
GEO;2011;100.0
DEU;2011;500.0
GHA;2011;19000.0
GRC;2011;100.0
GRD;2011;
GTM;2011;1300.0
GIN;2011;4300.0
GNB;2011;2100.0
GUY;2011;100.0
HTI;2011;5500.0
HND;2011;1300.0
HUN;2011;
ISL;2011;100.0
IND;2011;160000.0
IDN;2011;16000.0
IRN;2011;4400.0
IRQ;2011;
IRL;2011;100.0
ISR;2011;
ITA;2011;730.0
JAM;2011;940.0
JPN;2011;
JOR;2011;
KAZ;2011;500.0
KEN;2011;49000.0
KIR;2011;
KWT;2011;
KGZ;2011;200.0
LAO;2011;500.0
LVA;2011;500.0
LBN;2011;100.0
LSO;2011;7700.0
LBR;2011;2700.0
LBY;2011;100.0
LTU;2011;200.0
LUX;2011;100.0
MDG;2011;670.0
MWI;2011;36000.0
MYS;2011;3000.0
MDV;2011;
MLI;2011;5300.0
MLT;2011;
MHL;2011;
MRT;2011;570.0
MUS;2011;
MEX;2011;6400.0
FSM;2011;
MCO;2011;
MNG;2011;100.0
MNE;2011;100.0
MAR;2011;910.0
MOZ;2011;
MMR;2011;11000.0
NAM;2011;3700.0
NRU;2011;
NPL;2011;1300.0
NLD;2011;100.0
NZL;2011;100.0
NIC;2011;500.0
NER;2011;2000.0
NGA;2011;83000.0
NIU;2011;
MKD;2011;
NOR;2011;100.0
OMN;2011;100.0
PAK;2011;2200.0
PLW;2011;
PAN;2011;
PNG;2011;830.0
PRY;2011;500.0
PER;2011;1200.0
PHL;2011;500.0
POL;2011;
PRT;2011;670.0
QAT;2011;100.0
KOR;2011;
MDA;2011;640.0
ROU;2011;500.0
RUS;2011;
RWA;2011;5600.0
KNA;2011;
LCA;2011;
VCT;2011;
WSM;2011;
SMR;2011;
STP;2011;
SAU;2011;
SEN;2011;2200.0
SRB;2011;100.0
SYC;2011;
SLE;2011;4600.0
SGP;2011;100.0
SVK;2011;100.0
SVN;2011;
SLB;2011;
SOM;2011;970.0
ZAF;2011;150000.0
SSD;2011;10000.0
ESP;2011;1100.0
LKA;2011;500.0
SDN;2011;2600.0
SUR;2011;200.0
SWE;2011;
CHE;2011;200.0
SYR;2011;100.0
TJK;2011;200.0
THA;2011;24000.0
GBR;2011;
TLS;2011;100.0
TGO;2011;5700.0
TON;2011;
TTO;2011;500.0
TUN;2011;100.0
TUR;2011;
TKM;2011;
TUV;2011;
UGA;2011;47000.0
UKR;2011;14000.0
ARE;2011;
TZA;2011;68000.0
USA;2011;12000.0
URY;2011;500.0
UZB;2011;740.0
VUT;2011;
VEN;2011;2400.0
VNM;2011;6100.0
YEM;2011;500.0
ZMB;2011;30000.0
ZWE;2011;51000.0
AFG;2010;500.0
ALB;2010;100.0
DZA;2010;200.0
AND;2010;
AGO;2010;15000.0
ATG;2010;
ARG;2010;1500.0
ARM;2010;
AUS;2010;200.0
AUT;2010;
AZE;2010;600.0
BHS;2010;200.0
BHR;2010;100.0
BGD;2010;500.0
BRB;2010;100.0
BLR;2010;500.0
BEL;2010;
BLZ;2010;200.0
BEN;2010;2400.0
BTN;2010;100.0
BOL;2010;1300.0
BIH;2010;
BWA;2010;6500.0
BRA;2010;15000.0
BRN;2010;
BGR;2010;100.0
BFA;2010;5100.0
BDI;2010;5700.0
CPV;2010;100.0
KHM;2010;1800.0
CMR;2010;27000.0
CAN;2010;
CAF;2010;8100.0
TCD;2010;4400.0
CHL;2010;
CHN;2010;
COL;2010;6100.0
COM;2010;100.0
COG;2010;5200.0
COK;2010;
CRI;2010;500.0
CIV;2010;31000.0
HRV;2010;100.0
CUB;2010;500.0
CYP;2010;100.0
CZE;2010;
PRK;2010;
COD;2010;46000.0
DNK;2010;100.0
DJI;2010;870.0
DMA;2010;
DOM;2010;3800.0
ECU;2010;1000.0
EGY;2010;500.0
SLV;2010;510.0
GNQ;2010;1600.0
ERI;2010;730.0
EST;2010;
SWZ;2010;6000.0
ETH;2010;27000.0
FJI;2010;100.0
FIN;2010;
FRA;2010;590.0
GAB;2010;2600.0
GMB;2010;1200.0
GEO;2010;100.0
DEU;2010;500.0
GHA;2010;21000.0
GRC;2010;100.0
GRD;2010;
GTM;2010;1200.0
GIN;2010;4600.0
GNB;2010;2100.0
GUY;2010;100.0
HTI;2010;5400.0
HND;2010;1300.0
HUN;2010;
ISL;2010;100.0
IND;2010;180000.0
IDN;2010;14000.0
IRN;2010;4000.0
IRQ;2010;
IRL;2010;100.0
ISR;2010;
ITA;2010;720.0
JAM;2010;920.0
JPN;2010;
JOR;2010;
KAZ;2010;500.0
KEN;2010;56000.0
KIR;2010;
KWT;2010;
KGZ;2010;200.0
LAO;2010;500.0
LVA;2010;500.0
LBN;2010;100.0
LSO;2010;8700.0
LBR;2010;3000.0
LBY;2010;100.0
LTU;2010;200.0
LUX;2010;100.0
MDG;2010;550.0
MWI;2010;41000.0
MYS;2010;3000.0
MDV;2010;
MLI;2010;5700.0
MLT;2010;
MHL;2010;
MRT;2010;550.0
MUS;2010;
MEX;2010;6100.0
FSM;2010;
MCO;2010;
MNG;2010;100.0
MNE;2010;100.0
MAR;2010;890.0
MOZ;2010;
MMR;2010;11000.0
NAM;2010;3900.0
NRU;2010;
NPL;2010;1500.0
NLD;2010;100.0
NZL;2010;100.0
NIC;2010;500.0
NER;2010;2200.0
NGA;2010;82000.0
NIU;2010;
MKD;2010;
NOR;2010;100.0
OMN;2010;100.0
PAK;2010;1600.0
PLW;2010;
PAN;2010;
PNG;2010;780.0
PRY;2010;500.0
PER;2010;1800.0
PHL;2010;500.0
POL;2010;
PRT;2010;780.0
QAT;2010;100.0
KOR;2010;
MDA;2010;620.0
ROU;2010;500.0
RUS;2010;
RWA;2010;6500.0
KNA;2010;
LCA;2010;
VCT;2010;
WSM;2010;
SMR;2010;
STP;2010;
SAU;2010;
SEN;2010;2100.0
SRB;2010;100.0
SYC;2010;
SLE;2010;4900.0
SGP;2010;100.0
SVK;2010;100.0
SVN;2010;
SLB;2010;
SOM;2010;1000.0
ZAF;2010;190000.0
SSD;2010;9900.0
ESP;2010;1300.0
LKA;2010;500.0
SDN;2010;2400.0
SUR;2010;200.0
SWE;2010;
CHE;2010;200.0
SYR;2010;100.0
TJK;2010;200.0
THA;2010;27000.0
GBR;2010;
TLS;2010;100.0
TGO;2010;6900.0
TON;2010;
TTO;2010;500.0
TUN;2010;100.0
TUR;2010;
TKM;2010;
TUV;2010;
UGA;2010;51000.0
UKR;2010;14000.0
ARE;2010;
TZA;2010;73000.0
USA;2010;12000.0
URY;2010;500.0
UZB;2010;650.0
VUT;2010;
VEN;2010;2500.0
VNM;2010;6200.0
YEM;2010;500.0
ZMB;2010;32000.0
ZWE;2010;65000.0
AFG;2009;500.0
ALB;2009;100.0
DZA;2009;200.0
AND;2009;
AGO;2009;14000.0
ATG;2009;
ARG;2009;1500.0
ARM;2009;
AUS;2009;200.0
AUT;2009;
AZE;2009;570.0
BHS;2009;200.0
BHR;2009;100.0
BGD;2009;500.0
BRB;2009;100.0
BLR;2009;500.0
BEL;2009;
BLZ;2009;200.0
BEN;2009;3100.0
BTN;2009;100.0
BOL;2009;1400.0
BIH;2009;
BWA;2009;7500.0
BRA;2009;15000.0
BRN;2009;
BGR;2009;100.0
BFA;2009;6000.0
BDI;2009;6600.0
CPV;2009;100.0
KHM;2009;2100.0
CMR;2009;29000.0
CAN;2009;
CAF;2009;8600.0
TCD;2009;5200.0
CHL;2009;
CHN;2009;
COL;2009;5300.0
COM;2009;100.0
COG;2009;5400.0
COK;2009;
CRI;2009;500.0
CIV;2009;36000.0
HRV;2009;100.0
CUB;2009;500.0
CYP;2009;100.0
CZE;2009;
PRK;2009;
COD;2009;49000.0
DNK;2009;100.0
DJI;2009;880.0
DMA;2009;
DOM;2009;4100.0
ECU;2009;1200.0
EGY;2009;500.0
SLV;2009;570.0
GNQ;2009;1600.0
ERI;2009;860.0
EST;2009;
SWZ;2009;6900.0
ETH;2009;33000.0
FJI;2009;100.0
FIN;2009;
FRA;2009;730.0
GAB;2009;2600.0
GMB;2009;1300.0
GEO;2009;100.0
DEU;2009;
GHA;2009;22000.0
GRC;2009;100.0
GRD;2009;
GTM;2009;1300.0
GIN;2009;5200.0
GNB;2009;2100.0
GUY;2009;200.0
HTI;2009;6000.0
HND;2009;1400.0
HUN;2009;
ISL;2009;100.0
IND;2009;200000.0
IDN;2009;12000.0
IRN;2009;3600.0
IRQ;2009;
IRL;2009;100.0
ISR;2009;
ITA;2009;710.0
JAM;2009;1100.0
JPN;2009;
JOR;2009;
KAZ;2009;500.0
KEN;2009;65000.0
KIR;2009;
KWT;2009;
KGZ;2009;200.0
LAO;2009;200.0
LVA;2009;500.0
LBN;2009;100.0
LSO;2009;10000.0
LBR;2009;3200.0
LBY;2009;100.0
LTU;2009;100.0
LUX;2009;100.0
MDG;2009;500.0
MWI;2009;48000.0
MYS;2009;2900.0
MDV;2009;
MLI;2009;6100.0
MLT;2009;
MHL;2009;
MRT;2009;550.0
MUS;2009;
MEX;2009;5900.0
FSM;2009;
MCO;2009;
MNG;2009;100.0
MNE;2009;100.0
MAR;2009;880.0
MOZ;2009;
MMR;2009;11000.0
NAM;2009;4500.0
NRU;2009;
NPL;2009;1500.0
NLD;2009;100.0
NZL;2009;100.0
NIC;2009;500.0
NER;2009;2900.0
NGA;2009;90000.0
NIU;2009;
MKD;2009;
NOR;2009;100.0
OMN;2009;100.0
PAK;2009;1100.0
PLW;2009;
PAN;2009;
PNG;2009;740.0
PRY;2009;500.0
PER;2009;2400.0
PHL;2009;200.0
POL;2009;
PRT;2009;810.0
QAT;2009;100.0
KOR;2009;
MDA;2009;610.0
ROU;2009;500.0
RUS;2009;
RWA;2009;7500.0
KNA;2009;
LCA;2009;
VCT;2009;
WSM;2009;
SMR;2009;
STP;2009;
SAU;2009;
SEN;2009;2100.0
SRB;2009;100.0
SYC;2009;
SLE;2009;5200.0
SGP;2009;200.0
SVK;2009;100.0
SVN;2009;
SLB;2009;
SOM;2009;1100.0
ZAF;2009;220000.0
SSD;2009;9900.0
ESP;2009;1600.0
LKA;2009;500.0
SDN;2009;2500.0
SUR;2009;200.0
SWE;2009;
CHE;2009;200.0
SYR;2009;100.0
TJK;2009;100.0
THA;2009;29000.0
GBR;2009;
TLS;2009;100.0
TGO;2009;7700.0
TON;2009;
TTO;2009;500.0
TUN;2009;100.0
TUR;2009;
TKM;2009;
TUV;2009;
UGA;2009;56000.0
UKR;2009;15000.0
ARE;2009;
TZA;2009;79000.0
USA;2009;
URY;2009;500.0
UZB;2009;570.0
VUT;2009;
VEN;2009;2500.0
VNM;2009;6900.0
YEM;2009;500.0
ZMB;2009;36000.0
ZWE;2009;79000.0
AFG;2008;500.0
ALB;2008;100.0
DZA;2008;200.0
AND;2008;
AGO;2008;14000.0
ATG;2008;
ARG;2008;1600.0
ARM;2008;
AUS;2008;200.0
AUT;2008;
AZE;2008;530.0
BHS;2008;200.0
BHR;2008;100.0
BGD;2008;500.0
BRB;2008;100.0
BLR;2008;200.0
BEL;2008;
BLZ;2008;200.0
BEN;2008;5100.0
BTN;2008;100.0
BOL;2008;1400.0
BIH;2008;
BWA;2008;8500.0
BRA;2008;15000.0
BRN;2008;
BGR;2008;100.0
BFA;2008;6800.0
BDI;2008;7600.0
CPV;2008;100.0
KHM;2008;2700.0
CMR;2008;30000.0
CAN;2008;
CAF;2008;10000.0
TCD;2008;6800.0
CHL;2008;
CHN;2008;
COL;2008;4700.0
COM;2008;100.0
COG;2008;6200.0
COK;2008;
CRI;2008;500.0
CIV;2008;42000.0
HRV;2008;100.0
CUB;2008;560.0
CYP;2008;100.0
CZE;2008;
PRK;2008;
COD;2008;50000.0
DNK;2008;100.0
DJI;2008;900.0
DMA;2008;
DOM;2008;4400.0
ECU;2008;1300.0
EGY;2008;500.0
SLV;2008;620.0
GNQ;2008;1500.0
ERI;2008;1100.0
EST;2008;
SWZ;2008;7700.0
ETH;2008;40000.0
FJI;2008;100.0
FIN;2008;
FRA;2008;740.0
GAB;2008;2600.0
GMB;2008;1200.0
GEO;2008;100.0
DEU;2008;
GHA;2008;23000.0
GRC;2008;100.0
GRD;2008;
GTM;2008;1600.0
GIN;2008;5700.0
GNB;2008;2200.0
GUY;2008;200.0
HTI;2008;7200.0
HND;2008;1500.0
HUN;2008;
ISL;2008;100.0
IND;2008;230000.0
IDN;2008;9900.0
IRN;2008;3200.0
IRQ;2008;
IRL;2008;100.0
ISR;2008;
ITA;2008;740.0
JAM;2008;1200.0
JPN;2008;
JOR;2008;
KAZ;2008;200.0
KEN;2008;77000.0
KIR;2008;
KWT;2008;
KGZ;2008;200.0
LAO;2008;200.0
LVA;2008;500.0
LBN;2008;100.0
LSO;2008;12000.0
LBR;2008;3400.0
LBY;2008;100.0
LTU;2008;100.0
LUX;2008;100.0
MDG;2008;500.0
MWI;2008;58000.0
MYS;2008;2900.0
MDV;2008;
MLI;2008;6600.0
MLT;2008;
MHL;2008;
MRT;2008;560.0
MUS;2008;
MEX;2008;5700.0
FSM;2008;
MCO;2008;
MNG;2008;100.0
MNE;2008;100.0
MAR;2008;900.0
MOZ;2008;
MMR;2008;11000.0
NAM;2008;5600.0
NRU;2008;
NPL;2008;1700.0
NLD;2008;100.0
NZL;2008;100.0
NIC;2008;500.0
NER;2008;3100.0
NGA;2008;110000.0
NIU;2008;
MKD;2008;
NOR;2008;100.0
OMN;2008;100.0
PAK;2008;710.0
PLW;2008;
PAN;2008;
PNG;2008;800.0
PRY;2008;500.0
PER;2008;2600.0
PHL;2008;200.0
POL;2008;
PRT;2008;840.0
QAT;2008;100.0
KOR;2008;
MDA;2008;600.0
ROU;2008;500.0
RUS;2008;
RWA;2008;8700.0
KNA;2008;
LCA;2008;
VCT;2008;
WSM;2008;
SMR;2008;
STP;2008;
SAU;2008;
SEN;2008;2400.0
SRB;2008;100.0
SYC;2008;
SLE;2008;5300.0
SGP;2008;200.0
SVK;2008;100.0
SVN;2008;
SLB;2008;
SOM;2008;1100.0
ZAF;2008;240000.0
SSD;2008;9600.0
ESP;2008;1800.0
LKA;2008;500.0
SDN;2008;2900.0
SUR;2008;200.0
SWE;2008;
